表層形,品詞,品詞細分類1,品詞細分類2,品詞細分類3,活用型,活用形,原形,読み,発音
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
　,記号,空白,*,*,*,*,　,　,　
夜,名詞,副詞可能,*,*,*,*,夜,ヨル,ヨル
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
さまよっ,動詞,自立,*,*,五段・ワ行促音便,連用タ接続,さまよう,サマヨッ,サマヨッ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
死ぬ,動詞,自立,*,*,五段・ナ行,基本形,死ぬ,シヌ,シヌ
事,名詞,非自立,一般,*,*,*,事,コト,コト
も,助詞,係助詞,*,*,*,*,も,モ,モ
出来,動詞,自立,*,*,一段,未然形,出来る,デキ,デキ
ない,助動詞,*,*,*,特殊・ナイ,連用デ接続,ない,ナイ,ナイ
で,助詞,接続助詞,*,*,*,*,で,デ,デ
　,記号,空白,*,*,*,*,　,　,　
泣く,動詞,自立,*,*,五段・カ行イ音便,基本形,泣く,ナク,ナク
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
だろ,助動詞,*,*,*,特殊・ダ,未然形,だ,ダロ,ダロ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
想像,名詞,サ変接続,*,*,*,*,想像,ソウゾウ,ソーゾー
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
　,記号,空白,*,*,*,*,　,　,　
悲し,形容詞,自立,*,*,形容詞・イ段,ガル接続,悲しい,カナシ,カナシ
すぎる,動詞,非自立,*,*,一段,基本形,すぎる,スギル,スギル
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
熱い,形容詞,自立,*,*,形容詞・アウオ段,基本形,熱い,アツイ,アツイ
コーヒー,名詞,一般,*,*,*,*,コーヒー,コーヒー,コーヒー
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
いれ,動詞,自立,*,*,一段,連用形,いれる,イレ,イレ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
　,記号,空白,*,*,*,*,　,　,　
目,名詞,一般,*,*,*,*,目,メ,メ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
覚ます,動詞,自立,*,*,五段・サ行,基本形,覚ます,サマス,サマス
だけど,接続詞,*,*,*,*,*,だけど,ダケド,ダケド
その,連体詞,*,*,*,*,*,その,ソノ,ソノ
イメージ,名詞,サ変接続,*,*,*,*,イメージ,イメージ,イメージ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
　,記号,空白,*,*,*,*,　,　,　
歌,名詞,一般,*,*,*,*,歌,ウタ,ウタ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なり,動詞,自立,*,*,五段・ラ行,連用形,なる,ナリ,ナリ
そう,名詞,接尾,助動詞語幹,*,*,*,そう,ソウ,ソー
だ,助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ
から,助詞,接続助詞,*,*,*,*,から,カラ,カラ
デタラメ,名詞,一般,*,*,*,*,*
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
ブルース,名詞,一般,*,*,*,*,ブルース,ブルース,ブルース
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
　,記号,空白,*,*,*,*,　,　,　
口ずさむ,動詞,自立,*,*,五段・マ行,基本形,口ずさむ,クチズサム,クチズサム
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ
事,名詞,非自立,一般,*,*,*,事,コト,コト
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
と,助詞,接続助詞,*,*,*,*,と,ト,ト
いつか,名詞,副詞可能,*,*,*,*,いつか,イツカ,イツカ
　,記号,空白,*,*,*,*,　,　,　
いつか,名詞,副詞可能,*,*,*,*,いつか,イツカ,イツカ
　,記号,空白,*,*,*,*,　,　,　
ほんと,感動詞,*,*,*,*,*,ほんと,ホント,ホント
の,助詞,連体化,*,*,*,*,の,ノ,ノ
現実,名詞,一般,*,*,*,*,現実,ゲンジツ,ゲンジツ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
ちまう,動詞,非自立,*,*,五段・ワ行促音便,基本形,ちまう,チマウ,チマウ
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
is,名詞,一般,*,*,*,*,*
on,名詞,一般,*,*,*,*,*
me,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
is,名詞,一般,*,*,*,*,*
on,名詞,一般,*,*,*,*,*
you,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,固有名詞,組織,*,*,*,*
赤い,形容詞,自立,*,*,形容詞・アウオ段,基本形,赤い,アカイ,アカイ
月,名詞,一般,*,*,*,*,月,ツキ,ツキ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
出,動詞,自立,*,*,一段,連用形,出る,デ,デ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
いる,動詞,非自立,*,*,一段,基本形,いる,イル,イル
　,記号,空白,*,*,*,*,　,　,　
夕暮れ,名詞,副詞可能,*,*,*,*,夕暮れ,ユウグレ,ユーグレ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
空,名詞,一般,*,*,*,*,空,ソラ,ソラ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
かわいい,形容詞,自立,*,*,形容詞・イ段,基本形,かわいい,カワイイ,カワイイ
子犬,名詞,一般,*,*,*,*,子犬,コイヌ,コイヌ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
抱い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,抱く,ダイ,ダイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
老婆,名詞,一般,*,*,*,*,老婆,ロウバ,ローバ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
言う,動詞,自立,*,*,五段・ワ行促音便,基本形,言う,イウ,イウ
「,記号,括弧開,*,*,*,*,「,「,「
何,名詞,代名詞,一般,*,*,*,何,ナニ,ナニ
かしら,助詞,終助詞,*,*,*,*,かしら,カシラ,カシラ
　,記号,空白,*,*,*,*,　,　,　
嫌,名詞,形容動詞語幹,*,*,*,*,嫌,イヤ,イヤ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
　,記号,空白,*,*,*,*,　,　,　
少し,副詞,助詞類接続,*,*,*,*,少し,スコシ,スコシ
　,記号,空白,*,*,*,*,　,　,　
気味が悪い,形容詞,自立,*,*,形容詞・アウオ段,基本形,気味が悪い,キミガワルイ,キミガワルイ
わ,助詞,終助詞,*,*,*,*,わ,ワ,ワ
ね,助詞,終助詞,*,*,*,*,ね,ネ,ネ
」,記号,括弧閉,*,*,*,*,」,」,」
遠く,名詞,副詞可能,*,*,*,*,遠く,トオク,トーク
で,助詞,格助詞,一般,*,*,*,で,デ,デ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
　,記号,空白,*,*,*,*,　,　,　
サイレン,名詞,一般,*,*,*,*,サイレン,サイレン,サイレン
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
　,記号,空白,*,*,*,*,　,　,　
う,感動詞,*,*,*,*,*,う,ウ,ウ
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
僕,名詞,代名詞,一般,*,*,*,僕,ボク,ボク
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
無理矢理,名詞,一般,*,*,*,*,無理矢理,ムリヤリ,ムリヤリ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
答え,動詞,自立,*,*,一段,連用形,答える,コタエ,コタエ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
「,記号,括弧開,*,*,*,*,「,「,「
きっと,副詞,一般,*,*,*,*,きっと,キット,キット
何処,名詞,代名詞,一般,*,*,*,何処,ドコ,ドコ
か,助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
家,名詞,一般,*,*,*,*,家,イエ,イエ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
子供,名詞,一般,*,*,*,*,子供,コドモ,コドモ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
生まれ,動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
ん,名詞,非自立,一般,*,*,*,ん,ン,ン
でしょ,助動詞,*,*,*,特殊・デス,未然形,です,デショ,デショ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
」,記号,括弧閉,*,*,*,*,」,」,」
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
is,名詞,一般,*,*,*,*,*
on,名詞,一般,*,*,*,*,*
me,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
is,名詞,一般,*,*,*,*,*
on,名詞,一般,*,*,*,*,*
you,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,固有名詞,組織,*,*,*,*
こんな,連体詞,*,*,*,*,*,こんな,コンナ,コンナ
事,名詞,非自立,一般,*,*,*,事,コト,コト
ばかり,助詞,副助詞,*,*,*,*,ばかり,バカリ,バカリ
し,動詞,自立,*,*,サ変・スル,連用形,する,シ,シ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
と,助詞,接続助詞,*,*,*,*,と,ト,ト
いつか,名詞,副詞可能,*,*,*,*,いつか,イツカ,イツカ
　,記号,空白,*,*,*,*,　,　,　
いつか,名詞,副詞可能,*,*,*,*,いつか,イツカ,イツカ
　,記号,空白,*,*,*,*,　,　,　
ほんと,感動詞,*,*,*,*,*,ほんと,ホント,ホント
の,助詞,連体化,*,*,*,*,の,ノ,ノ
現実,名詞,一般,*,*,*,*,現実,ゲンジツ,ゲンジツ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
なっ,動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ
ちまう,動詞,非自立,*,*,五段・ワ行促音便,基本形,ちまう,チマウ,チマウ
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
is,名詞,一般,*,*,*,*,*
on,名詞,一般,*,*,*,*,*
me,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
is,名詞,一般,*,*,*,*,*
on,名詞,一般,*,*,*,*,*
you,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,固有名詞,組織,*,*,*,*
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
　,記号,空白,*,*,*,*,　,　,　
Bad,名詞,固有名詞,組織,*,*,*,*
time,名詞,一般,*,*,*,*,*
blues,名詞,一般,*,*,*,*,*
…,記号,一般,*,*,*,*,…,…,…
…,記号,一般,*,*,*,*,…,…,…
こだわり,名詞,一般,*,*,*,*,こだわり,コダワリ,コダワリ
なんて,助詞,副助詞,*,*,*,*,なんて,ナンテ,ナンテ
捨て,動詞,自立,*,*,一段,連用形,捨てる,ステ,ステ
ちまえ,動詞,非自立,*,*,五段・ワ行促音便,命令ｅ,ちまう,チマエ,チマエ
　,記号,空白,*,*,*,*,　,　,　
ムダ,名詞,形容動詞語幹,*,*,*,*,ムダ,ムダ,ムダ
な,助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ
時間,名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
いら,動詞,自立,*,*,五段・ラ行,未然形,いる,イラ,イラ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
ぜ,助詞,終助詞,*,*,*,*,ぜ,ゼ,ゼ
何より,副詞,助詞類接続,*,*,*,*,何より,ナニヨリ,ナニヨリ
そんな,連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
儲から,動詞,自立,*,*,五段・ラ行,未然形,儲かる,モウカラ,モーカラ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
騒がしい,形容詞,自立,*,*,形容詞・イ段,基本形,騒がしい,サワガシイ,サワガシイ
風,名詞,一般,*,*,*,*,風,カゼ,カゼ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
吹い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,吹く,フイ,フイ
てる,動詞,非自立,*,*,一段,基本形,てる,テル,テル
　,記号,空白,*,*,*,*,　,　,　
東西,名詞,一般,*,*,*,*,東西,トウザイ,トーザイ
南北,名詞,一般,*,*,*,*,南北,ナンボク,ナンボク
　,記号,空白,*,*,*,*,　,　,　
前後,名詞,副詞可能,*,*,*,*,前後,ゼンゴ,ゼンゴ
左右,名詞,サ変接続,*,*,*,*,左右,サユウ,サユー
立ちはだかる,動詞,自立,*,*,五段・ラ行,基本形,立ちはだかる,タチハダカル,タチハダカル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
黒い,形容詞,自立,*,*,形容詞・アウオ段,基本形,黒い,クロイ,クロイ
壁,名詞,一般,*,*,*,*,壁,カベ,カベ
先,名詞,一般,*,*,*,*,先,サキ,サキ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
先,名詞,一般,*,*,*,*,先,サキ,サキ
へ,助詞,格助詞,一般,*,*,*,へ,ヘ,エ
と,助詞,格助詞,引用,*,*,*,と,ト,ト
鳥,名詞,一般,*,*,*,*,鳥,トリ,トリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
群れ,名詞,一般,*,*,*,*,群れ,ムレ,ムレ
　,記号,空白,*,*,*,*,　,　,　
目,名詞,一般,*,*,*,*,目,メ,メ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
見え,動詞,自立,*,*,一段,未然形,見える,ミエ,ミエ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
籠,名詞,一般,*,*,*,*,籠,カゴ,カゴ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
腹,名詞,一般,*,*,*,*,腹,ハラ,ハラ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
足し,動詞,自立,*,*,五段・サ行,連用形,足す,タシ,タシ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
も,助詞,係助詞,*,*,*,*,も,モ,モ
なら,動詞,自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
が,助詞,接続助詞,*,*,*,*,が,ガ,ガ
　,記号,空白,*,*,*,*,　,　,　
譲れ,動詞,自立,*,*,一段,未然形,譲れる,ユズレ,ユズレ
ない,助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ
もの,名詞,非自立,一般,*,*,*,もの,モノ,モノ
も,助詞,係助詞,*,*,*,*,も,モ,モ
ある,動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル
の,名詞,非自立,一般,*,*,*,の,ノ,ノ
さ,助詞,終助詞,*,*,*,*,さ,サ,サ
Hello,名詞,固有名詞,組織,*,*,*,*
!,名詞,サ変接続,*,*,*,*,*
Everybody,名詞,一般,*,*,*,*,*
!　,名詞,サ変接続,*,*,*,*,*
おなか,名詞,一般,*,*,*,*,おなか,オナカ,オナカ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
すい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,すく,スイ,スイ
たろ,助動詞,*,*,*,特殊・タ,未然形,た,タロ,タロ
？,記号,一般,*,*,*,*,？,？,？
Hello,名詞,固有名詞,組織,*,*,*,*
!,名詞,サ変接続,*,*,*,*,*
Everybody,名詞,一般,*,*,*,*,*
!　,名詞,サ変接続,*,*,*,*,*
本物,名詞,一般,*,*,*,*,本物,ホンモノ,ホンモノ
(,名詞,サ変接続,*,*,*,*,*
うまい,形容詞,自立,*,*,形容詞・アウオ段,基本形,うまい,ウマイ,ウマイ
もん,名詞,非自立,一般,*,*,*,もん,モン,モン
),名詞,サ変接続,*,*,*,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
食お,動詞,自立,*,*,五段・ワ行促音便,未然ウ接続,食う,クオ,クオ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
夜通し,副詞,一般,*,*,*,*,夜通し,ヨドオシ,ヨドオシ
歩い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
森,名詞,一般,*,*,*,*,森,モリ,モリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
　,記号,空白,*,*,*,*,　,　,　
皮,名詞,一般,*,*,*,*,皮,カワ,カワ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
ブーツ,名詞,一般,*,*,*,*,ブーツ,ブーツ,ブーツ
も,助詞,係助詞,*,*,*,*,も,モ,モ
傷,名詞,一般,*,*,*,*,傷,キズ,キズ
だらけ,名詞,接尾,一般,*,*,*,だらけ,ダラケ,ダラケ
振り向け,動詞,自立,*,*,五段・カ行イ音便,仮定形,振り向く,フリムケ,フリムケ
ば,助詞,接続助詞,*,*,*,*,ば,バ,バ
たくさん,名詞,副詞可能,*,*,*,*,たくさん,タクサン,タクサン
の,助詞,連体化,*,*,*,*,の,ノ,ノ
足跡,名詞,一般,*,*,*,*,足跡,アシアト,アシアト
先,名詞,一般,*,*,*,*,先,サキ,サキ
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
急い,動詞,自立,*,*,五段・ガ行,連用タ接続,急ぐ,イソイ,イソイ
だ,助動詞,*,*,*,特殊・タ,基本形,だ,ダ,ダ
あの,連体詞,*,*,*,*,*,あの,アノ,アノ
鳥,名詞,一般,*,*,*,*,鳥,トリ,トリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
　,記号,空白,*,*,*,*,　,　,　
羽根,名詞,一般,*,*,*,*,羽根,ハネ,ハネ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
あちこち,名詞,代名詞,一般,*,*,*,あちこち,アチコチ,アチコチ
に,助詞,格助詞,一般,*,*,*,に,ニ,ニ
落ち,動詞,自立,*,*,一段,連用形,落ちる,オチ,オチ
て,助詞,接続助詞,*,*,*,*,て,テ,テ
い,動詞,非自立,*,*,一段,連用形,いる,イ,イ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
立ちはだかっ,動詞,自立,*,*,五段・ラ行,連用タ接続,立ちはだかる,タチハダカッ,タチハダカッ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
黒い,形容詞,自立,*,*,形容詞・アウオ段,基本形,黒い,クロイ,クロイ
壁,名詞,一般,*,*,*,*,壁,カベ,カベ
　,記号,空白,*,*,*,*,　,　,　
いつしか,副詞,一般,*,*,*,*,いつしか,イツシカ,イツシカ
時,名詞,接尾,副詞可能,*,*,*,時,ジ,ジ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
壊し,動詞,自立,*,*,五段・サ行,連用形,壊す,コワシ,コワシ
て,動詞,非自立,*,*,一段,連用形,てる,テ,テ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
Hello,名詞,固有名詞,組織,*,*,*,*
!,名詞,サ変接続,*,*,*,*,*
Everybody,名詞,一般,*,*,*,*,*
!　,名詞,サ変接続,*,*,*,*,*
おなか,名詞,一般,*,*,*,*,おなか,オナカ,オナカ
が,助詞,格助詞,一般,*,*,*,が,ガ,ガ
すい,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,すく,スイ,スイ
たろ,助動詞,*,*,*,特殊・タ,未然形,た,タロ,タロ
？,記号,一般,*,*,*,*,？,？,？
Hello,名詞,固有名詞,組織,*,*,*,*
!,名詞,サ変接続,*,*,*,*,*
Everybody,名詞,一般,*,*,*,*,*
!　,名詞,サ変接続,*,*,*,*,*
本物,名詞,一般,*,*,*,*,本物,ホンモノ,ホンモノ
(,名詞,サ変接続,*,*,*,*,*
うまい,形容詞,自立,*,*,形容詞・アウオ段,基本形,うまい,ウマイ,ウマイ
もん,名詞,非自立,一般,*,*,*,もん,モン,モン
),名詞,サ変接続,*,*,*,*,*
を,助詞,格助詞,一般,*,*,*,を,ヲ,ヲ
食お,動詞,自立,*,*,五段・ワ行促音便,未然ウ接続,食う,クオ,クオ
う,助動詞,*,*,*,不変化型,基本形,う,ウ,ウ
夜通し,副詞,一般,*,*,*,*,夜通し,ヨドオシ,ヨドオシ
歩い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,歩く,アルイ,アルイ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
森,名詞,一般,*,*,*,*,森,モリ,モリ
の,助詞,連体化,*,*,*,*,の,ノ,ノ
中,名詞,非自立,副詞可能,*,*,*,中,ナカ,ナカ
　,記号,空白,*,*,*,*,　,　,　
北極星,名詞,固有名詞,一般,*,*,*,北極星,ホッキョクセイ,ホッキョクセイ
は,助詞,係助詞,*,*,*,*,は,ハ,ワ
輝い,動詞,自立,*,*,五段・カ行イ音便,連用タ接続,輝く,カガヤイ,カガヤイ
て,動詞,非自立,*,*,一段,連用形,てる,テ,テ
た,助動詞,*,*,*,特殊・タ,基本形,た,タ,タ
流行,名詞,サ変接続,*,*,*,*,流行,リュウコウ,リューコー
